status,order,personid,starter,oncourt,played,statistics_assists,statistics_blocks,statistics_blocksreceived,statistics_fieldgoalsattempted,statistics_fieldgoalsmade,statistics_foulsoffensive,statistics_foulsdrawn,statistics_foulspersonal,statistics_foulstechnical,statistics_freethrowsattempted,statistics_freethrowsmade,statistics_minus,statistics_minutes,statistics_minutescalculated,statistics_plus,statistics_plusminuspoints,statistics_points,statistics_pointsfastbreak,statistics_pointsinthepaint,statistics_pointssecondchance,statistics_reboundsdefensive,statistics_reboundsoffensive,statistics_reboundstotal,statistics_steals,statistics_threepointersattempted,statistics_threepointersmade,statistics_turnovers,statistics_twopointersattempted,statistics_twopointersmade,game_id
ACTIVE,7,203939,0,0,1,3,0,0,2,2,2,2,3,0,1,1,19,PT13M36.00S,PT14M,25,6,5,0,4,4,4,2,6,0,0,0,3,2,2,0012300070
ACTIVE,8,203552,0,0,1,1,1,0,5,1,0,3,1,0,5,4,27,PT14M19.00S,PT14M,28,1,6,1,0,0,2,0,2,1,0,0,0,5,1,0012300070
ACTIVE,9,203957,0,0,1,5,1,0,7,1,0,1,1,0,2,2,44,PT17M14.00S,PT17M,37,-7,4,2,2,0,4,1,5,0,1,0,0,6,1,0012300070
ACTIVE,10,1628467,0,0,1,0,0,0,4,1,0,1,0,0,2,2,33,PT15M04.00S,PT15M,32,-1,5,3,0,0,1,0,1,0,3,1,0,1,0,0012300070
ACTIVE,11,1641765,0,1,1,0,0,2,5,2,0,1,1,0,2,2,34,PT14M07.00S,PT14M,26,-8,7,0,2,5,2,3,5,0,2,1,0,3,1,0012300070
ACTIVE,12,1626158,0,1,1,1,1,1,3,1,0,2,1,0,2,0,26,PT10M13.00S,PT10M,21,-5,2,0,2,0,3,1,4,1,0,0,1,3,1,0012300070
ACTIVE,13,202693,0,1,1,0,0,0,4,1,0,1,0,0,1,1,17,PT07M27.00S,PT07M,14,-3,4,0,0,0,0,0,0,0,3,1,0,1,0,0012300070
ACTIVE,14,1630639,0,1,1,0,0,0,2,1,0,0,0,0,0,0,17,PT07M02.00S,PT07M,14,-3,3,0,0,0,1,0,1,0,1,1,1,1,0,0012300070
ACTIVE,15,1641926,0,1,1,0,1,0,1,0,0,0,0,0,0,0,11,PT04M29.00S,PT05M,7,-4,0,0,0,0,0,0,0,0,0,0,0,1,0,0012300070
ACTIVE,16,1630535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,17,1629029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,18,1630702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,1,1641709,1,0,1,0,0,2,13,4,1,3,2,0,3,1,68,PT24M39.00S,PT25M,48,-20,9,2,8,0,6,5,11,0,2,0,4,11,4,0012300070
ACTIVE,2,1630191,1,0,1,3,1,0,7,2,0,3,1,0,6,4,57,PT19M36.00S,PT19M,40,-17,9,0,2,2,3,1,4,0,4,1,0,3,1,0012300070
ACTIVE,3,1631105,1,0,1,1,0,0,4,3,0,1,1,0,0,0,53,PT16M14.00S,PT16M,33,-20,6,2,6,0,3,0,3,2,1,0,1,3,3,0012300070
ACTIVE,4,1631093,1,0,1,4,1,0,8,3,0,0,1,0,0,0,62,PT19M26.00S,PT19M,48,-14,7,2,2,2,4,0,4,0,3,1,1,5,2,0012300070
ACTIVE,5,1630595,1,0,1,4,0,0,10,3,0,0,2,0,0,0,65,PT22M50.00S,PT23M,43,-22,7,0,4,3,5,0,5,0,4,1,3,6,2,0012300070
ACTIVE,6,1631204,0,0,1,0,1,0,6,3,0,0,3,0,0,0,20,PT09M02.00S,PT09M,19,-1,7,0,2,3,2,1,3,0,2,1,1,4,2,0012300070
ACTIVE,7,1628963,0,0,1,1,0,1,7,3,0,0,1,0,0,0,28,PT13M06.00S,PT13M,28,0,6,0,6,0,5,2,7,0,0,0,0,7,3,0012300070
ACTIVE,8,1630649,0,0,1,2,0,0,6,2,0,1,1,0,0,0,29,PT13M47.00S,PT14M,30,1,5,2,2,0,2,0,2,0,3,1,1,3,1,0012300070
ACTIVE,9,1631197,0,0,1,3,0,1,9,5,0,1,2,0,2,2,41,PT24M05.00S,PT24M,52,11,13,2,6,4,1,3,4,2,3,1,0,6,4,0012300070
ACTIVE,10,1630164,0,0,1,1,1,2,5,2,1,0,1,0,0,0,14,PT09M40.00S,PT10M,21,7,4,0,2,0,3,0,3,0,0,0,1,5,2,0012300070
ACTIVE,11,1630608,0,1,1,4,0,0,10,6,0,1,2,0,1,1,36,PT18M41.00S,PT19M,43,7,16,0,2,0,2,0,2,1,7,3,1,3,3,0012300070
ACTIVE,12,1630285,0,1,1,6,0,1,8,2,0,2,0,0,2,0,36,PT18M41.00S,PT19M,43,7,4,0,4,0,2,1,3,0,1,0,1,7,2,0012300070
ACTIVE,13,1641787,0,1,1,0,0,1,4,1,0,1,1,0,2,1,28,PT14M37.00S,PT15M,34,6,3,2,2,0,4,1,5,0,1,0,0,3,1,0012300070
ACTIVE,14,1629007,0,1,1,0,2,0,2,1,0,0,1,0,0,0,19,PT09M00.00S,PT09M,22,3,2,0,2,0,0,2,2,0,1,0,0,1,1,0012300070
ACTIVE,15,1631205,0,1,1,0,0,0,3,2,0,0,1,0,0,0,14,PT06M36.00S,PT06M,16,2,6,0,0,0,0,0,0,0,3,2,0,0,0,0012300070
ACTIVE,16,202711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,17,202692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,18,203925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,19,1630165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,20,1630587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,21,1628420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,1,1627884,1,0,1,1,0,0,4,3,0,0,1,0,0,0,30,PT14M46.00S,PT15M,44,14,8,2,2,0,1,0,1,0,2,2,0,2,1,0012300070
ACTIVE,2,1629684,1,0,1,2,1,1,7,2,0,2,3,0,0,0,54,PT25M29.00S,PT26M,68,14,5,0,2,0,5,0,5,1,4,1,2,3,1,0012300070
ACTIVE,3,1641726,1,0,1,2,1,1,7,6,0,1,2,0,2,2,59,PT24M11.00S,PT24M,68,9,14,2,12,2,4,1,5,0,0,0,0,7,6,0012300070
ACTIVE,4,1630182,1,0,1,0,1,0,12,8,0,1,0,0,2,2,49,PT24M10.00S,PT24M,67,18,22,7,6,0,3,0,3,2,5,4,3,7,4,0012300070
ACTIVE,5,202681,1,0,1,11,1,1,15,6,0,3,0,0,1,1,60,PT26M39.00S,PT27M,72,12,17,3,2,0,8,0,8,2,10,4,0,5,2,0012300070
ACTIVE,6,203501,0,0,1,4,0,0,13,4,0,2,0,0,3,2,40,PT21M14.00S,PT21M,47,7,12,0,2,0,4,0,4,1,9,2,2,4,2,0012300070
ACTIVE,7,203939,0,0,1,3,0,0,2,2,2,2,3,0,1,1,19,PT13M36.00S,PT14M,25,6,5,0,4,4,4,2,6,0,0,0,3,2,2,0012300070
ACTIVE,8,203552,0,0,1,1,1,0,5,1,0,3,1,0,5,4,27,PT14M19.00S,PT14M,28,1,6,1,0,0,2,0,2,1,0,0,0,5,1,0012300070
ACTIVE,9,203957,0,0,1,5,1,0,7,1,0,1,1,0,2,2,44,PT17M14.00S,PT17M,37,-7,4,2,2,0,4,1,5,0,1,0,0,6,1,0012300070
ACTIVE,10,1628467,0,0,1,0,0,0,4,1,0,1,0,0,2,2,33,PT15M04.00S,PT15M,32,-1,5,3,0,0,1,0,1,0,3,1,0,1,0,0012300070
ACTIVE,11,1641765,0,1,1,0,0,2,5,2,0,1,1,0,2,2,34,PT14M07.00S,PT14M,26,-8,7,0,2,5,2,3,5,0,2,1,0,3,1,0012300070
ACTIVE,12,1626158,0,1,1,1,1,1,3,1,0,2,1,0,2,0,26,PT10M13.00S,PT10M,21,-5,2,0,2,0,3,1,4,1,0,0,1,3,1,0012300070
ACTIVE,13,202693,0,1,1,0,0,0,4,1,0,1,0,0,1,1,17,PT07M27.00S,PT07M,14,-3,4,0,0,0,0,0,0,0,3,1,0,1,0,0012300070
ACTIVE,14,1630639,0,1,1,0,0,0,2,1,0,0,0,0,0,0,17,PT07M02.00S,PT07M,14,-3,3,0,0,0,1,0,1,0,1,1,1,1,0,0012300070
ACTIVE,15,1641926,0,1,1,0,1,0,1,0,0,0,0,0,0,0,11,PT04M29.00S,PT05M,7,-4,0,0,0,0,0,0,0,0,0,0,0,1,0,0012300070
ACTIVE,16,1630535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,17,1629029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,18,1630702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,1,1641709,1,0,1,0,0,2,13,4,1,3,2,0,3,1,68,PT24M39.00S,PT25M,48,-20,9,2,8,0,6,5,11,0,2,0,4,11,4,0012300070
ACTIVE,2,1630191,1,0,1,3,1,0,7,2,0,3,1,0,6,4,57,PT19M36.00S,PT19M,40,-17,9,0,2,2,3,1,4,0,4,1,0,3,1,0012300070
ACTIVE,3,1631105,1,0,1,1,0,0,4,3,0,1,1,0,0,0,53,PT16M14.00S,PT16M,33,-20,6,2,6,0,3,0,3,2,1,0,1,3,3,0012300070
ACTIVE,4,1631093,1,0,1,4,1,0,8,3,0,0,1,0,0,0,62,PT19M26.00S,PT19M,48,-14,7,2,2,2,4,0,4,0,3,1,1,5,2,0012300070
ACTIVE,5,1630595,1,0,1,4,0,0,10,3,0,0,2,0,0,0,65,PT22M50.00S,PT23M,43,-22,7,0,4,3,5,0,5,0,4,1,3,6,2,0012300070
ACTIVE,6,1631204,0,0,1,0,1,0,6,3,0,0,3,0,0,0,20,PT09M02.00S,PT09M,19,-1,7,0,2,3,2,1,3,0,2,1,1,4,2,0012300070
ACTIVE,7,1628963,0,0,1,1,0,1,7,3,0,0,1,0,0,0,28,PT13M06.00S,PT13M,28,0,6,0,6,0,5,2,7,0,0,0,0,7,3,0012300070
ACTIVE,8,1630649,0,0,1,2,0,0,6,2,0,1,1,0,0,0,29,PT13M47.00S,PT14M,30,1,5,2,2,0,2,0,2,0,3,1,1,3,1,0012300070
ACTIVE,9,1631197,0,0,1,3,0,1,9,5,0,1,2,0,2,2,41,PT24M05.00S,PT24M,52,11,13,2,6,4,1,3,4,2,3,1,0,6,4,0012300070
ACTIVE,10,1630164,0,0,1,1,1,2,5,2,1,0,1,0,0,0,14,PT09M40.00S,PT10M,21,7,4,0,2,0,3,0,3,0,0,0,1,5,2,0012300070
ACTIVE,11,1630608,0,1,1,4,0,0,10,6,0,1,2,0,1,1,36,PT18M41.00S,PT19M,43,7,16,0,2,0,2,0,2,1,7,3,1,3,3,0012300070
ACTIVE,12,1630285,0,1,1,6,0,1,8,2,0,2,0,0,2,0,36,PT18M41.00S,PT19M,43,7,4,0,4,0,2,1,3,0,1,0,1,7,2,0012300070
ACTIVE,13,1641787,0,1,1,0,0,1,4,1,0,1,1,0,2,1,28,PT14M37.00S,PT15M,34,6,3,2,2,0,4,1,5,0,1,0,0,3,1,0012300070
ACTIVE,14,1629007,0,1,1,0,2,0,2,1,0,0,1,0,0,0,19,PT09M00.00S,PT09M,22,3,2,0,2,0,0,2,2,0,1,0,0,1,1,0012300070
ACTIVE,15,1631205,0,1,1,0,0,0,3,2,0,0,1,0,0,0,14,PT06M36.00S,PT06M,16,2,6,0,0,0,0,0,0,0,3,2,0,0,0,0012300070
ACTIVE,16,202711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,17,202692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,18,203925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,19,1630165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,20,1630587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,21,1628420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300070
ACTIVE,1,1627752,1,0,1,1,0,0,2,1,0,1,4,0,2,1,30,PT16M57.00S,PT17M,45,15,3,1,2,0,1,0,1,3,1,0,0,1,1,0012300063
ACTIVE,2,2544,1,0,1,3,0,0,12,6,0,5,2,0,5,4,47,PT22M03.00S,PT22M,49,2,19,2,6,0,6,0,6,0,5,3,1,7,3,0012300063
ACTIVE,3,203076,1,0,1,0,6,0,10,5,1,9,3,0,7,4,45,PT22M31.00S,PT23M,47,2,15,0,8,0,2,0,2,0,3,1,2,7,4,0012300063
ACTIVE,4,1630559,1,0,1,3,2,0,8,4,0,2,0,0,4,3,53,PT23M38.00S,PT24M,50,-3,14,0,2,0,4,0,4,2,4,3,2,4,1,0012300063
ACTIVE,5,1626156,1,0,1,6,1,0,8,3,1,2,1,0,2,2,42,PT21M30.00S,PT22M,47,5,8,2,6,0,3,0,3,2,4,0,3,4,3,0012300063
ACTIVE,6,1629629,0,0,1,0,0,0,4,1,1,0,5,0,0,0,64,PT21M48.00S,PT22M,36,-28,2,0,2,0,2,0,2,1,2,0,4,2,1,0012300063
ACTIVE,7,1629060,0,0,1,0,0,0,5,1,0,1,1,0,1,1,58,PT19M11.00S,PT19M,28,-30,3,0,2,0,1,0,1,0,1,0,1,4,1,0012300063
ACTIVE,8,1626174,0,0,1,0,1,1,4,1,0,0,0,0,0,0,51,PT15M20.00S,PT15M,16,-35,2,0,2,0,5,1,6,0,0,0,1,4,1,0012300063
ACTIVE,9,1631108,0,1,1,1,1,1,8,4,0,1,4,0,0,0,66,PT21M23.00S,PT21M,51,-15,10,0,0,0,2,0,2,1,3,2,1,5,2,0012300063
ACTIVE,10,1629637,0,0,1,0,1,0,3,3,0,2,1,0,2,1,41,PT13M24.00S,PT13M,23,-18,7,1,6,2,1,2,3,1,0,0,3,3,3,0012300063
ACTIVE,11,1641721,0,1,1,2,0,1,2,1,0,1,2,0,2,2,34,PT12M00.00S,PT12M,27,-7,5,0,0,0,0,0,0,0,1,1,0,1,0,0012300063
ACTIVE,12,1630658,0,1,1,3,1,0,5,4,1,2,1,0,2,1,28,PT10M05.00S,PT10M,27,-1,9,2,8,2,1,2,3,0,0,0,3,5,4,0012300063
ACTIVE,13,1641788,0,1,1,0,0,0,0,0,0,0,1,0,0,0,28,PT10M05.00S,PT10M,27,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0012300063
ACTIVE,14,1641793,0,1,1,0,0,0,5,1,0,1,2,0,0,0,28,PT10M05.00S,PT10M,27,-1,3,0,0,3,2,0,2,1,5,1,1,0,0,0012300063
ACTIVE,15,1641720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300063
ACTIVE,16,1629020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300063
ACTIVE,17,1629216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300063
ACTIVE,1,1629006,1,0,1,2,0,2,4,2,0,6,4,0,3,2,45,PT22M41.98S,PT23M,46,1,6,0,2,0,4,1,5,2,0,0,1,4,2,0012300063
ACTIVE,2,201142,1,0,1,2,0,0,14,8,0,3,0,0,4,3,39,PT17M08.00S,PT17M,34,-5,21,0,8,5,4,0,4,0,3,2,4,11,6,0012300063
ACTIVE,3,203994,1,0,1,0,0,5,11,1,1,1,5,0,1,1,44,PT19M31.00S,PT19M,36,-8,3,0,2,3,5,3,8,0,2,0,2,9,1,0012300063
ACTIVE,4,1628960,1,0,1,3,0,2,12,3,0,0,1,0,0,0,54,PT26M31.00S,PT26M,57,3,6,2,6,0,2,2,4,2,5,0,5,7,3,0012300063
ACTIVE,5,201569,1,0,1,2,0,0,8,3,1,2,2,0,4,3,46,PT17M41.00S,PT18M,37,-9,10,2,4,0,1,1,2,0,3,1,1,5,2,0012300063
ACTIVE,6,1630692,0,0,1,3,0,0,5,3,0,1,4,0,0,0,17,PT13M45.00S,PT14M,33,16,7,0,4,4,2,2,4,0,3,1,2,2,2,0012300063
ACTIVE,7,1629234,0,0,1,6,1,1,4,3,0,2,0,0,2,1,27,PT16M03.00S,PT16M,52,25,7,0,6,1,7,2,9,2,0,0,1,4,3,0012300063
ACTIVE,8,1629139,0,0,1,1,0,0,8,4,0,3,1,0,4,2,29,PT15M58.02S,PT16M,51,22,12,0,2,0,1,2,3,0,4,2,0,4,2,0012300063
ACTIVE,9,1629642,0,0,1,1,0,1,7,5,0,1,4,0,0,0,41,PT20M43.00S,PT21M,58,17,11,2,6,5,3,1,4,0,2,1,0,5,4,0012300063
ACTIVE,10,1630553,0,1,1,2,1,1,4,1,0,0,1,0,0,0,45,PT15M40.00S,PT16M,44,-1,3,0,0,0,1,0,1,1,3,1,0,1,0,0012300063
ACTIVE,11,1630240,0,1,1,4,0,0,5,4,0,5,2,0,8,8,30,PT15M32.00S,PT15M,49,19,17,4,6,0,1,1,2,0,1,1,1,4,3,0012300063
ACTIVE,12,1629002,0,0,1,0,0,1,6,3,0,1,0,0,0,0,19,PT09M15.00S,PT09M,31,12,9,0,0,0,0,0,0,2,5,3,0,1,0,0012300063
ACTIVE,13,1628966,0,1,1,1,0,0,2,2,0,1,0,0,2,1,29,PT14M32.00S,PT15M,46,17,5,0,4,0,2,0,2,3,0,0,0,2,2,0012300063
ACTIVE,14,1629626,0,1,1,0,1,0,3,2,1,1,2,0,2,1,25,PT09M42.00S,PT10M,26,1,6,0,2,0,1,0,1,0,2,1,1,1,1,0012300063
ACTIVE,15,1628962,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10,PT05M17.00S,PT05M,15,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0012300063
ACTIVE,16,203078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300063
ACTIVE,17,1626164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300063
ACTIVE,18,1627814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300063
ACTIVE,1,1627752,1,0,1,1,0,0,2,1,0,1,4,0,2,1,30,PT16M57.00S,PT17M,45,15,3,1,2,0,1,0,1,3,1,0,0,1,1,0012300063
ACTIVE,2,2544,1,0,1,3,0,0,12,6,0,5,2,0,5,4,47,PT22M03.00S,PT22M,49,2,19,2,6,0,6,0,6,0,5,3,1,7,3,0012300063
ACTIVE,3,203076,1,0,1,0,6,0,10,5,1,9,3,0,7,4,45,PT22M31.00S,PT23M,47,2,15,0,8,0,2,0,2,0,3,1,2,7,4,0012300063
ACTIVE,4,1630559,1,0,1,3,2,0,8,4,0,2,0,0,4,3,53,PT23M38.00S,PT24M,50,-3,14,0,2,0,4,0,4,2,4,3,2,4,1,0012300063
ACTIVE,5,1626156,1,0,1,6,1,0,8,3,1,2,1,0,2,2,42,PT21M30.00S,PT22M,47,5,8,2,6,0,3,0,3,2,4,0,3,4,3,0012300063
ACTIVE,6,1629629,0,0,1,0,0,0,4,1,1,0,5,0,0,0,64,PT21M48.00S,PT22M,36,-28,2,0,2,0,2,0,2,1,2,0,4,2,1,0012300063
ACTIVE,7,1629060,0,0,1,0,0,0,5,1,0,1,1,0,1,1,58,PT19M11.00S,PT19M,28,-30,3,0,2,0,1,0,1,0,1,0,1,4,1,0012300063
ACTIVE,8,1626174,0,0,1,0,1,1,4,1,0,0,0,0,0,0,51,PT15M20.00S,PT15M,16,-35,2,0,2,0,5,1,6,0,0,0,1,4,1,0012300063
ACTIVE,9,1631108,0,1,1,1,1,1,8,4,0,1,4,0,0,0,66,PT21M23.00S,PT21M,51,-15,10,0,0,0,2,0,2,1,3,2,1,5,2,0012300063
ACTIVE,10,1629637,0,0,1,0,1,0,3,3,0,2,1,0,2,1,41,PT13M24.00S,PT13M,23,-18,7,1,6,2,1,2,3,1,0,0,3,3,3,0012300063
ACTIVE,11,1641721,0,1,1,2,0,1,2,1,0,1,2,0,2,2,34,PT12M00.00S,PT12M,27,-7,5,0,0,0,0,0,0,0,1,1,0,1,0,0012300063
ACTIVE,12,1630658,0,1,1,3,1,0,5,4,1,2,1,0,2,1,28,PT10M05.00S,PT10M,27,-1,9,2,8,2,1,2,3,0,0,0,3,5,4,0012300063
ACTIVE,13,1641788,0,1,1,0,0,0,0,0,0,0,1,0,0,0,28,PT10M05.00S,PT10M,27,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0012300063
ACTIVE,14,1641793,0,1,1,0,0,0,5,1,0,1,2,0,0,0,28,PT10M05.00S,PT10M,27,-1,3,0,0,3,2,0,2,1,5,1,1,0,0,0012300063
ACTIVE,15,1641720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300063
ACTIVE,16,1629020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300063
ACTIVE,17,1629216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300063
ACTIVE,1,1629006,1,0,1,2,0,2,4,2,0,6,4,0,3,2,45,PT22M41.98S,PT23M,46,1,6,0,2,0,4,1,5,2,0,0,1,4,2,0012300063
ACTIVE,2,201142,1,0,1,2,0,0,14,8,0,3,0,0,4,3,39,PT17M08.00S,PT17M,34,-5,21,0,8,5,4,0,4,0,3,2,4,11,6,0012300063
ACTIVE,3,203994,1,0,1,0,0,5,11,1,1,1,5,0,1,1,44,PT19M31.00S,PT19M,36,-8,3,0,2,3,5,3,8,0,2,0,2,9,1,0012300063
ACTIVE,4,1628960,1,0,1,3,0,2,12,3,0,0,1,0,0,0,54,PT26M31.00S,PT26M,57,3,6,2,6,0,2,2,4,2,5,0,5,7,3,0012300063
ACTIVE,5,201569,1,0,1,2,0,0,8,3,1,2,2,0,4,3,46,PT17M41.00S,PT18M,37,-9,10,2,4,0,1,1,2,0,3,1,1,5,2,0012300063
ACTIVE,6,1630692,0,0,1,3,0,0,5,3,0,1,4,0,0,0,17,PT13M45.00S,PT14M,33,16,7,0,4,4,2,2,4,0,3,1,2,2,2,0012300063
ACTIVE,7,1629234,0,0,1,6,1,1,4,3,0,2,0,0,2,1,27,PT16M03.00S,PT16M,52,25,7,0,6,1,7,2,9,2,0,0,1,4,3,0012300063
ACTIVE,8,1629139,0,0,1,1,0,0,8,4,0,3,1,0,4,2,29,PT15M58.02S,PT16M,51,22,12,0,2,0,1,2,3,0,4,2,0,4,2,0012300063
ACTIVE,9,1629642,0,0,1,1,0,1,7,5,0,1,4,0,0,0,41,PT20M43.00S,PT21M,58,17,11,2,6,5,3,1,4,0,2,1,0,5,4,0012300063
ACTIVE,10,1630553,0,1,1,2,1,1,4,1,0,0,1,0,0,0,45,PT15M40.00S,PT16M,44,-1,3,0,0,0,1,0,1,1,3,1,0,1,0,0012300063
ACTIVE,11,1630240,0,1,1,4,0,0,5,4,0,5,2,0,8,8,30,PT15M32.00S,PT15M,49,19,17,4,6,0,1,1,2,0,1,1,1,4,3,0012300063
ACTIVE,12,1629002,0,0,1,0,0,1,6,3,0,1,0,0,0,0,19,PT09M15.00S,PT09M,31,12,9,0,0,0,0,0,0,2,5,3,0,1,0,0012300063
ACTIVE,13,1628966,0,1,1,1,0,0,2,2,0,1,0,0,2,1,29,PT14M32.00S,PT15M,46,17,5,0,4,0,2,0,2,3,0,0,0,2,2,0012300063
ACTIVE,14,1629626,0,1,1,0,1,0,3,2,1,1,2,0,2,1,25,PT09M42.00S,PT10M,26,1,6,0,2,0,1,0,1,0,2,1,1,1,1,0012300063
ACTIVE,15,1628962,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10,PT05M17.00S,PT05M,15,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0012300063
ACTIVE,16,203078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300063
ACTIVE,17,1626164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300063
ACTIVE,18,1627814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300063
ACTIVE,1,203952,1,1,1,3,1,0,10,7,1,1,5,0,2,1,75,PT30M59.00S,PT31M,84,9,16,2,4,0,1,0,1,1,2,1,1,8,6,0012300059
ACTIVE,2,1630228,1,0,1,2,0,1,14,7,0,5,1,0,2,2,73,PT29M25.00S,PT29M,56,-17,18,3,8,0,3,3,6,1,5,2,5,9,5,0012300059
ACTIVE,3,1631218,1,0,1,0,0,3,14,6,0,3,5,0,2,1,54,PT24M51.94S,PT25M,55,1,13,0,12,0,7,3,10,0,0,0,0,14,6,0012300059
ACTIVE,4,202691,1,1,1,4,0,0,10,2,0,0,1,0,0,0,77,PT31M34.00S,PT32M,74,-3,5,0,2,0,7,0,7,0,4,1,3,6,1,0012300059
ACTIVE,5,201939,1,1,1,5,1,1,18,10,0,2,0,0,2,2,78,PT31M28.00S,PT31M,85,7,30,3,2,3,4,0,4,1,12,8,5,6,2,0012300059
ACTIVE,6,101108,0,1,1,9,0,0,6,4,1,4,3,0,2,2,69,PT29M41.06S,PT30M,78,9,13,0,0,3,6,0,6,0,3,3,3,3,1,0012300059
