id,full_name,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,roster_status,games_played_current_season_flag,team_id,team_name,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,is_active
76773,Harry Gallatin,1927-04-26T00:00:00,Truman State,USA,Truman State/USA,6-6,210.0,10,10,Forward,Inactive,N,1610612752,Knicks,N,Y,Y,1948,,,N,False
201568,Danilo Gallinari,1988-08-08T00:00:00,Olimpia Milano,Italy,Olimpia Milano/Italy,6-10,236.0,15,12,Forward,Inactive,N,1610612749,Bucks,N,Y,Y,2008,1,6,N,False
1641945,Jaylin Galloway,2002-12-21T00:00:00,Sydney Kings,Australia,Sydney Kings/Australia,6-6,190.0,1,,Forward,Inactive,N,1610612749,Bucks,Y,N,N,Undrafted,Undrafted,Undrafted,N,False
204038,Langston Galloway,1991-12-09T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-1,200.0,9,,Guard,Inactive,N,0,,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76774,Dave Gambee,1937-04-16T00:00:00,Oregon State,USA,Oregon State/USA,6-6,215.0,12,20,Forward,Inactive,N,1610612755,76ers,N,Y,Y,1958,1,6,N,False
333,Kevin Gamble,1965-11-13T00:00:00,Iowa,USA,Iowa/USA,6-5,210.0,10,,Forward,Inactive,N,0,,N,Y,Y,1987,3,63,N,False
76776,Bob Gantt,1922-06-22T00:00:00,Duke,USA,Duke/USA,6-4,205.0,1,,Forward,Inactive,N,1610610036,Capitols,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
200816,Jorge Garbajosa,1977-12-19T00:00:00,Malaga,Spain,Malaga/Spain,6-9,245.0,2,,Forward,Inactive,N,0,,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
2092,Ruben Garces,1973-10-17T00:00:00,Providence,USA,Providence/USA,,,1,,Forward,Inactive,N,0,,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
2682,Alex Garcia,1980-03-04T00:00:00,Ribeirao Preto,Brazil,Ribeirao Preto/Brazil,6-3,195.0,2,,Guard-Forward,Inactive,N,0,,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
101128,Francisco Garcia,1981-12-31T00:00:00,Louisville,Dominican Republic,Louisville/Dominican Republic,6-7,215.0,10,32,Guard-Forward,Inactive,N,0,,N,Y,Y,2005,1,23,N,False
76778,Earl Gardner,1923-09-18T00:00:00,DePauw,USA,DePauw/USA,6-3,195.0,1,14,Forward,Inactive,N,1610612747,Lakers,N,Y,Y,1948,,,N,False
201242,Thomas Gardner,1985-02-08T00:00:00,Missouri,USA,Missouri/USA,6-5,225.0,3,3,Guard,Inactive,N,1610612737,Hawks,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76779,Vern Gardner,1925-05-14T00:00:00,Utah,USA,Utah/USA,6-5,200.0,3,12,Center,Inactive,N,1610612744,Warriors,N,Y,Y,1949,1,5,N,False
76780,Jack Garfinkel,1918-06-13T00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-0,190.0,3,21,Guard,Inactive,N,1610612738,Celtics,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1627868,Patricio Garino,1993-05-17T00:00:00,George Washington,Argentina,George Washington/Argentina,6-6,203.0,2,29,Guard-Forward,Inactive,N,1610612753,Magic,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1629636,Darius Garland,2000-01-26T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-1,192.0,5,10,Guard,Active,Y,1610612739,Cavaliers,N,Y,Y,2019,1,5,N,True
76781,Gary Garland,1957-10-12T00:00:00,DePaul,USA,DePaul/USA,6-4,180.0,1,24,Guard,Inactive,N,1610612743,Nuggets,N,Y,Y,1979,2,30,N,False
76782,Winston Garland,1964-12-19T00:00:00,Missouri State,USA,Missouri State/USA,6-2,170.0,7,22,Guard,Inactive,N,1610612744,Warriors,N,Y,Y,1987,2,40,N,False
76783,Dick Garmaker,1932-10-29T00:00:00,Minnesota,USA,Minnesota/USA,6-3,200.0,6,17,Guard,Inactive,N,1610612747,Lakers,N,Y,Y,1955,,,N,False
1612,Chris Garner,1975-02-23T00:00:00,Memphis,USA,Memphis/USA,5-10,156.0,3,2,Guard,Inactive,N,1610612761,Raptors,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76785,Bill Garnett,1960-04-22T00:00:00,Wyoming,USA,Wyoming/USA,6-9,225.0,4,20,Forward,Inactive,N,1610612742,Mavericks,N,Y,Y,1982,1,4,N,False
708,Kevin Garnett,1976-05-19T00:00:00,Farragut Academy HS (IL),USA,Farragut Academy HS (IL)/USA,6-11,240.0,22,21,Forward,Inactive,N,1610612750,Timberwolves,N,Y,Y,1995,1,5,Y,False
1831,Marlon Garnett,1975-07-03T00:00:00,Santa Clara,USA,Santa Clara/USA,6-2,186.0,1,,Guard,Inactive,N,0,,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1628656,Billy Garrett,1994-10-16T00:00:00,DePaul,USA,DePaul/USA,6-6,215.0,2,3,Guard-Forward,Inactive,N,1610612752,Knicks,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76786,Calvin Garrett,1956-07-11T00:00:00,Oral Roberts,USA,Oral Roberts/USA,6-7,190.0,4,0,Forward,Inactive,N,1610612745,Rockets,N,Y,Y,1979,3,47,N,False
1051,Dean Garrett,1966-11-27T00:00:00,Indiana,USA,Indiana/USA,6-11,250.0,6,22,Center,Inactive,N,1610612750,Timberwolves,N,Y,Y,1988,2,38,N,False
203197,Diante Garrett,1988-11-03T00:00:00,Iowa State,USA,Iowa State/USA,6-4,190.0,2,8,Guard,Inactive,N,1610612762,Jazz,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76788,Eldo Garrett,1947-01-31T00:00:00,Southern Illinois,USA,Southern Illinois/USA,6-3,185.0,5,14,Guard,Inactive,N,1610612746,Braves,N,Y,Y,1969,2,27,N,False
1630585,Marcus Garrett,1998-11-09T00:00:00,Kansas,USA,Kansas/USA,6-5,205.0,2,,Guard,Inactive,N,0,,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76789,Rowland Garrett,1950-07-16T00:00:00,Florida State,USA,Florida State/USA,6-6,210.0,5,24,Forward,Inactive,N,1610612741,Bulls,N,Y,Y,1972,5,78,N,False
76790,Tom Garrick,1966-07-07T00:00:00,Rhode Island,USA,Rhode Island/USA,6-2,185.0,4,5,Guard,Inactive,N,1610612746,Clippers,N,Y,Y,1988,2,45,N,False
76791,John Garris,1959-06-06T00:00:00,Boston College,USA,Boston College/USA,6-8,205.0,1,55,Forward,Inactive,N,1610612739,Cavaliers,N,Y,Y,1983,2,27,N,False
1619,Kiwane Garris,1974-09-24T00:00:00,Illinois,USA,Illinois/USA,6-2,183.0,3,3,Guard,Inactive,N,1610612743,Nuggets,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1727,Pat Garrity,1976-08-23T00:00:00,Notre Dame,USA,Notre Dame/USA,6-9,238.0,11,8,Forward,Inactive,N,1610612753,Magic,N,Y,Y,1998,1,19,N,False
1630586,Usman Garuba,2002-03-09T00:00:00,Real Madrid,Spain,Real Madrid/Spain,6-8,229.0,4,12,Forward,Inactive,N,1610612744,Warriors,Y,Y,Y,2021,1,23,N,False
76793,Jim Garvin,1950-02-05T00:00:00,Boston University,USA,Boston University/USA,6-7,200.0,1,30,Forward,Inactive,N,1610612746,Braves,N,Y,Y,1973,17,204,N,False
1630568,Luka Garza,1998-12-27T00:00:00,Iowa,USA,Iowa/USA,6-10,243.0,3,55,Center,Active,Y,1610612750,Timberwolves,Y,Y,Y,2021,2,52,N,True
201188,Marc Gasol,1985-01-29T00:00:00,FC Barcelona,Spain,FC Barcelona/Spain,6-11,255.0,14,14,Center,Inactive,N,1610612763,Grizzlies,N,Y,Y,2007,2,48,N,False
2200,Pau Gasol,1980-07-06T00:00:00,FC Barcelona,Spain,FC Barcelona/Germany,7-0,250.0,19,16,Center-Forward,Inactive,N,1610612747,Lakers,N,Y,Y,2001,1,3,N,False
76794,Frank Gates,1920-04-12T00:00:00,Sam Houston State,USA,Sam Houston State/USA,6-0,160.0,1,,Guard,Inactive,N,1610610023,Packers,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1629232,Kaiser Gates,1996-11-08T00:00:00,Xavier,USA,Xavier/USA,6-7,225.0,1,,Forward,Inactive,N,0,,Y,Y,Y,2018,,,N,False
423,Chris Gatling,1967-09-03T00:00:00,Old Dominion,USA,Old Dominion/USA,,,11,,Forward,Inactive,N,0,,N,Y,Y,1991,1,16,N,False
930,Kenny Gattison,1964-05-23T00:00:00,Old Dominion,USA,Old Dominion/USA,6-8,225.0,9,44,Forward,Inactive,N,1610612766,Hornets,N,Y,Y,1986,3,55,N,False
200752,Rudy Gay,1986-08-17T00:00:00,Connecticut,USA,Connecticut/USA,6-8,250.0,18,22,Forward-Guard,Inactive,N,1610612762,Jazz,N,Y,Y,2006,1,8,N,False
76797,Ed Gayda,1927-05-11T00:00:00,Washington State,USA,Washington State/USA,6-4,210.0,1,10,Guard,Inactive,N,1610612737,Blackhawks,N,Y,Y,1950,2,,N,False
1845,Andrew Gaze,1965-07-24T00:00:00,Seton Hall,USA,Seton Hall/USA,,,2,,,Inactive,N,0,,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1627771,Michael Gbinije,1992-06-05T00:00:00,Syracuse,USA,Syracuse/USA,6-7,200.0,2,9,Guard-Forward,Inactive,N,1610612765,Pistons,Y,Y,Y,2016,2,49,N,False
1002,Reggie Geary,1973-08-31T00:00:00,Arizona,USA,Arizona/USA,6-2,187.0,1,4,Guard,Inactive,N,1610612759,Spurs,N,Y,Y,1996,2,56,N,False
202087,Alonzo Gee,1987-05-29T00:00:00,Alabama,USA,Alabama/USA,6-6,225.0,8,,Forward,Inactive,N,0,,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
761,Matt Geiger,1969-09-10T00:00:00,Georgia Tech,USA,Georgia Tech/USA,,,10,,Center,Inactive,N,0,,N,Y,Y,1992,2,42,N,False
101153,Mickael Gelabale,1983-05-22T00:00:00,Real Madrid,France,Real Madrid/France,6-7,215.0,4,15,Forward,Inactive,N,1610612760,SuperSonics,Y,Y,Y,2005,2,48,N,False
1904,Devean George,1977-08-29T00:00:00,Augsburg,USA,Augsburg/USA,6-8,235.0,12,19,Forward,Inactive,N,1610612747,Lakers,N,Y,Y,1999,1,23,N,False
76800,Jack George,1928-11-13T00:00:00,La Salle,USA,La Salle/USA,6-3,190.0,8,5,Guard,Inactive,N,1610612744,Warriors,N,Y,Y,1953,,,N,False
1641718,Keyonte George,2003-11-08T00:00:00,Baylor,USA,Baylor/USA,6-4,185.0,1,3,Guard,Active,Y,1610612762,Jazz,N,Y,Y,2023,1,16,N,True
1642273,Kyshawn George,2003-12-12T00:00:00,Miami,Switzerland,Miami/Switzerland,6-8,200.0,0,18,Forward,Active,Y,1610612764,Wizards,N,Y,Y,2024,1,24,N,True
202331,Paul George,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220.0,14,8,Forward,Active,Y,1610612755,76ers,N,Y,Y,2010,1,10,N,True
76801,Tate George,1968-05-29T00:00:00,Connecticut,USA,Connecticut/USA,6-5,190.0,4,12,Guard,Inactive,N,1610612751,Nets,N,Y,Y,1990,1,22,N,False
1627875,Marcus Georges-Hunt,1994-03-28T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,226.0,3,13,Guard,Inactive,N,1610612750,Timberwolves,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76802,Gus Gerard,1953-07-27T00:00:00,Virginia,USA,Virginia/USA,6-8,200.0,5,22,Forward,Inactive,N,1610612758,Kings,N,Y,Y,1975,3,50,N,False
76803,Derrick Gervin,1963-03-28T00:00:00,Texas-San Antonio,USA,Texas-San Antonio/USA,6-8,200.0,2,30,Forward,Inactive,N,1610612751,Nets,N,Y,Y,1985,4,90,N,False
76804,George Gervin,1952-04-27T00:00:00,Eastern Michigan,USA,Eastern Michigan/USA,6-7,180.0,10,44,Guard,Inactive,N,1610612759,Spurs,N,Y,Y,1974,3,40,Y,False
76805,Gorham Getchell,1920-08-14T00:00:00,Temple,USA,Temple/USA,6-4,205.0,1,,Center,Inactive,N,1610610031,Ironmen,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76806,John Gianelli,1950-06-10T00:00:00,Pacific,USA,Pacific/USA,6-10,220.0,8,40,Center,Inactive,N,1610612752,Knicks,N,Y,Y,1972,2,20,N,False
76807,Dick Gibbs,1948-12-20T00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-5,210.0,5,21,Forward,Inactive,N,1610612746,Braves,N,Y,Y,1971,3,49,N,False
200789,Daniel Gibson,1986-02-27T00:00:00,Texas,USA,Texas/USA,6-2,200.0,8,1,Guard,Inactive,N,1610612739,Cavaliers,N,Y,Y,2006,2,42,N,False
76808,Dee Gibson,1923-08-25T00:00:00,Western Kentucky,USA,Western Kentucky/USA,5-11,175.0,1,18,Guard,Inactive,N,1610612737,Blackhawks,N,Y,Y,1948,,,N,False
1626780,Jonathan Gibson,1987-11-08T00:00:00,New Mexico State,USA,New Mexico State/USA,6-2,185.0,4,3,Guard,Inactive,N,1610612742,Mavericks,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76809,Mel Gibson,1940-12-30T00:00:00,Western Carolina,USA,Western Carolina/USA,6-3,180.0,1,15,Guard,Inactive,N,1610612747,Lakers,N,Y,Y,1963,2,16,N,False
76810,Mike Gibson,1960-10-27T00:00:00,South Carolina Upstate,USA,South Carolina Upstate/USA,6-10,205.0,2,35,Forward,Inactive,N,1610612765,Pistons,N,Y,Y,1982,2,44,N,False
201959,Taj Gibson,1985-06-24T00:00:00,Southern California,USA,Southern California/USA,6-9,232.0,15,67,Forward,Active,Y,1610612766,Hornets,N,Y,Y,2009,1,26,N,True
76811,Ward Gibson,1921-12-05T00:00:00,Creighton,USA,Creighton/USA,6-5,198.0,1,,Center,Inactive,N,1610610037,Hawks,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
201592,J.R. Giddens,1985-02-13T00:00:00,New Mexico,USA,New Mexico/USA,6-5,215.0,3,4,Guard,Inactive,N,1610612738,Celtics,Y,Y,Y,2008,1,30,N,False
1630581,Josh Giddey,2002-10-10T00:00:00,NBA Global Academy,Australia,NBA Global Academy/Australia,6-8,216.0,3,3,Guard,Active,Y,1610612741,Bulls,N,Y,Y,2021,1,6,N,True
201821,Trey Gilder,1985-01-24T00:00:00,Northwestern State,USA,Northwestern State/USA,6-9,205.0,2,,Forward,Inactive,N,0,,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1628385,Harry Giles III,1998-04-22T00:00:00,Duke,USA,Duke/USA,6-10,240.0,5,20,Forward-Center,Inactive,Y,1610612758,Kings,Y,Y,Y,2017,1,20,N,True
1628983,Shai Gilgeous-Alexander,1998-07-12T00:00:00,Kentucky,Canada,Kentucky/Canada,6-6,195.0,6,2,Guard,Active,Y,1610612760,Thunder,N,Y,Y,2018,1,11,N,True
1630264,Anthony Gill,1992-10-17T00:00:00,Virginia,USA,Virginia/USA,6-8,230.0,4,16,Forward,Active,Y,1610612764,Wizards,N,Y,Y,Undrafted,Undrafted,Undrafted,N,True
2109,Eddie Gill,1978-08-16T00:00:00,Weber State,USA,Weber State/USA,6-0,190.0,8,,Guard,Inactive,N,0,,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
383,Kendall Gill,1968-05-25T00:00:00,Illinois,USA,Illinois/USA,6-5,216.0,15,,Guard,Inactive,N,0,,N,Y,Y,1990,1,5,N,False
76812,Ben Gillery,1965-09-19T00:00:00,Georgetown,USA,Georgetown/USA,7-0,235.0,1,50,Center,Inactive,N,1610612758,Kings,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1631221,Collin Gillespie,1999-06-25T00:00:00,Villanova,USA,Villanova/USA,6-1,195.0,1,12,Guard,Active,Y,1610612756,Suns,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,True
1630273,Freddie Gillespie,1997-06-14T00:00:00,Baylor,USA,Baylor/USA,6-9,245.0,2,,Center,Inactive,N,0,,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76813,Gene Gillette,1905-04-04T00:00:00,Saint Mary's,USA,Saint Mary's/USA,,,1,,,Inactive,N,1610610036,Capitols,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
288,Armen Gilliam,1964-05-28T00:00:00,UNLV,USA,UNLV/USA,6-9,260.0,12,5,Forward,Inactive,N,1610612751,Nets,N,Y,Y,1987,1,2,N,False
76815,Herm Gilliam,1946-05-05T00:00:00,Purdue,USA,Purdue/USA,6-3,190.0,8,3,Guard,Inactive,N,1610612737,Hawks,N,Y,Y,1969,1,8,N,False
600014,Artis Gilmore,1948-09-21T00:00:00,Jacksonville,USA,Jacksonville/USA,7-2,240.0,12,53,Center,Inactive,N,1610612741,Bulls,N,Y,Y,1971,7,117,N,False
76817,Walt Gilmore,1947-02-27T00:00:00,Fort Valley State,USA,Fort Valley State/USA,6-6,225.0,1,48,Forward,Inactive,N,1610612757,Trail Blazers,N,Y,Y,1970,2,25,N,False
76818,Chuck Gilmur,1922-08-13T00:00:00,Washington,USA,Washington/USA,6-4,225.0,5,,Forward,Inactive,N,1610610025,Stags,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1631367,Jacob Gilyard,1998-07-14T00:00:00,Richmond,USA,Richmond/USA,5-8,160.0,3,14,Guard,Inactive,Y,1610612751,Nets,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,True
1938,Manu Ginobili,1977-07-28T00:00:00,Virtus Bologna,Argentina,Virtus Bologna/Argentina,6-6,205.0,16,20,Guard,Inactive,N,1610612759,Spurs,N,Y,Y,1999,2,57,N,False
1921,Gordan Giricek,1977-06-20T00:00:00,CSKA Moscow,Croatia,CSKA Moscow/Croatia,6-6,220.0,7,2,Guard,Inactive,N,1610612762,Jazz,N,Y,Y,1999,2,40,N,False
76819,Jack Givens,1956-09-21T00:00:00,Kentucky,USA,Kentucky/USA,6-5,205.0,2,21,Forward,Inactive,N,1610612737,Hawks,N,Y,Y,1978,1,16,N,False
202148,Mickell Gladness,1986-07-26T00:00:00,Alabama A&M,USA,Alabama A&M/USA,6-11,220.0,2,32,Center,Inactive,N,1610612744,Warriors,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76820,George Glamack,1919-06-07T00:00:00,North Carolina,USA,North Carolina/USA,6-6,225.0,1,,Center,Inactive,N,1610610029,Jets,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76821,Gerald Glass,1967-11-12T00:00:00,Mississippi,USA,Mississippi/USA,6-5,221.0,4,,Forward,Inactive,N,0,,N,Y,Y,1990,1,20,N,False
76822,Mike Glenn,1955-09-10T00:00:00,Southern Illinois,USA,Southern Illinois/USA,6-2,175.0,10,10,Guard,Inactive,N,1610612737,Hawks,N,Y,Y,1977,2,23,N,False
76823,Norman Glick,1927-11-10T00:00:00,Loyola-Marymount,USA,Loyola-Marymount/USA,6-6,190.0,1,20,Forward,Inactive,N,1610612747,Lakers,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76824,Georgi Glouchkov,1960-01-10T00:00:00,Akademik Varna,Bulgaria,Akademik Varna/Bulgaria,6-8,235.0,1,16,Forward,Inactive,N,1610612756,Suns,N,Y,Y,1985,7,148,N,False
76825,Clarence Glover,1947-11-01T00:00:00,Western Kentucky,USA,Western Kentucky/USA,6-8,210.0,1,28,Forward,Inactive,N,1610612738,Celtics,N,Y,Y,1971,1,10,N,False
1901,Dion Glover,1978-10-22T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,225.0,6,,Forward-Guard,Inactive,N,0,,N,Y,Y,1999,1,20,N,False
2601,Andreas Glyniadakis,1981-08-26T00:00:00,AEK Athens,Greece,AEK Athens/Greece,7-1,280.0,1,,Center,Inactive,N,0,,Y,Y,Y,2003,2,58,N,False
76826,Mike Gminski,1959-08-03T00:00:00,Duke,USA,Duke/USA,6-11,250.0,14,43,Center,Inactive,N,1610612751,Nets,N,Y,Y,1980,1,7,N,False
203497,Rudy Gobert,1992-06-26T00:00:00,Cholet,France,Cholet/France,7-1,258.0,11,27,Center,Active,Y,1610612750,Timberwolves,Y,Y,Y,2013,1,27,N,True
76827,Dan Godfread,1967-06-14T00:00:00,Evansville,USA,Evansville/USA,6-10,250.0,2,35,Forward,Inactive,N,1610612750,Timberwolves,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76828,Tom Gola,1933-01-13T00:00:00,La Salle,USA,La Salle/USA,6-6,205.0,10,6,Guard,Inactive,N,1610612744,Warriors,N,Y,Y,1955,,,N,False
76829,Ben Goldfaden,1913-09-06T00:00:00,George Washington,USA,George Washington/USA,6-1,185.0,1,,Forward,Inactive,N,1610610036,Capitols,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
924,Anthony Goldwire,1971-09-06T00:00:00,Houston,USA,Houston/USA,6-2,182.0,8,,Guard,Inactive,N,0,,N,Y,Y,1994,2,52,N,False
101155,Ryan Gomes,1982-09-01T00:00:00,Providence,USA,Providence/USA,6-7,245.0,8,,Forward,Inactive,N,0,,Y,Y,Y,2005,2,50,N,False
76830,Glen Gondrezick,1955-08-30T00:00:00,UNLV,USA,UNLV/USA,6-6,218.0,6,22,Forward,Inactive,N,1610612743,Nuggets,N,Y,Y,1977,2,26,N,False
76831,Grant Gondrezick,1963-01-19T00:00:00,Pepperdine,USA,Pepperdine/USA,6-5,205.0,2,3,Guard,Inactive,N,1610612756,Suns,N,Y,Y,1986,4,77,N,False
2400,Drew Gooden,1981-09-24T00:00:00,Kansas,USA,Kansas/USA,6-10,250.0,15,90,Forward,Inactive,N,1610612739,Cavaliers,N,Y,Y,2002,1,4,N,False
76832,Gail Goodrich,1943-04-23T00:00:00,UCLA,USA,UCLA/USA,6-1,170.0,14,25,Guard,Inactive,N,1610612747,Lakers,N,Y,Y,1965,,,N,False
1864,Steve Goodrich,1976-03-18T00:00:00,Princeton,USA,Princeton/USA,6-10,220.0,3,30,Center,Inactive,N,1610612741,Bulls,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
203462,Archie Goodwin,1994-08-17T00:00:00,Kentucky,USA,Kentucky/USA,6-5,205.0,5,10,Guard,Inactive,N,1610612756,Suns,Y,Y,Y,2013,1,29,N,False
1629164,Brandon Goodwin,1995-10-02T00:00:00,Florida Gulf Coast,USA,Florida Gulf Coast/USA,6-0,180.0,5,00,Guard,Inactive,N,1610612739,Cavaliers,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1630692,Jordan Goodwin,1998-10-23T00:00:00,St. Louis,USA,St. Louis/USA,6-4,200.0,4,0,Guard,Inactive,Y,1610612763,Grizzlies,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,True
76833,Wilfred Goodwin,1920-12-22T00:00:00,St John's Prep HS (NY),USA,St John's Prep HS (NY)/USA,6-2,203.0,2,,Forward,Inactive,N,1610610032,Steamrollers,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
203932,Aaron Gordon,1995-09-16T00:00:00,Arizona,USA,Arizona/USA,6-8,235.0,10,32,Forward,Active,Y,1610612743,Nuggets,N,Y,Y,2014,1,4,N,True
2732,Ben Gordon,1983-04-04T00:00:00,Connecticut,USA,Connecticut/USA,6-3,205.0,12,7,Guard,Inactive,N,1610612741,Bulls,Y,Y,Y,2004,1,3,N,False
204079,Drew Gordon,1990-07-12T00:00:00,New Mexico,USA,New Mexico/USA,6-9,245.0,1,,Center-Forward,Inactive,N,0,,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
201569,Eric Gordon,1988-12-25T00:00:00,Indiana,USA,Indiana/USA,6-3,215.0,16,23,Guard,Active,Y,1610612755,76ers,N,Y,Y,2008,1,7,N,True
76834,Lancaster Gordon,1962-06-24T00:00:00,Louisville,USA,Louisville/USA,6-3,185.0,4,4,Guard,Inactive,N,1610612746,Clippers,N,Y,Y,1984,1,8,N,False
76835,Paul Gordon,1927-04-08T00:00:00,Notre Dame,USA,Notre Dame/USA,6-3,185.0,1,,Forward,Inactive,N,1610610024,Bullets,N,Y,Y,1949,3,,N,False
101162,Marcin Gortat,1984-02-17T00:00:00,RheinEnergie Cologne,Poland,RheinEnergie Cologne/Poland,6-11,240.0,12,,Center,Inactive,N,0,,Y,Y,Y,2005,2,57,N,False
1641789,Jazian Gortman,2003-03-14T00:00:00,Overtime Elite,USA,Overtime Elite/USA,6-2,184.0,0,00,Guard,Active,Y,1610612742,Mavericks,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,True
76836,Leo Gottlieb,1920-11-28T00:00:00,DeWitt Clinton HS (NY),USA,DeWitt Clinton HS (NY)/USA,5-11,180.0,2,9,Guard,Inactive,N,1610612752,Knicks,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
202726,Andrew Goudelock,1988-12-07T00:00:00,Charleston,USA,College of Charleston/USA,6-3,200.0,4,0,Guard,Inactive,N,1610612747,Lakers,Y,Y,Y,2011,2,46,N,False
76837,Bato Govedarica,1928-04-17T00:00:00,DePaul,USA,DePaul/USA,5-11,185.0,1,14,Guard,Inactive,N,1610612755,Nationals,N,Y,Y,1951,3,24,N,False
76838,Joe Graboski,1930-01-15T00:00:00,Tuley HS (IL),USA,Tuley HS (IL)/USA,6-8,195.0,13,23,Forward,Inactive,N,1610612744,Warriors,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76839,Ricky Grace,1967-08-20T00:00:00,Oklahoma,USA,Oklahoma/USA,6-1,180.0,1,15,Guard,Inactive,N,1610612737,Hawks,N,Y,Y,1988,3,67,N,False
1628984,Devonte' Graham,1995-02-22T00:00:00,Kansas,USA,Kansas/USA,6-1,195.0,7,4,Guard,Inactive,Y,1610612759,Spurs,Y,Y,Y,2018,2,34,N,True
37,Greg Graham,1970-11-26T00:00:00,Indiana,USA,Indiana/USA,6-4,174.0,5,,Guard,Inactive,N,0,,N,Y,Y,1993,1,17,N,False
101121,Joey Graham,1982-06-11T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-7,230.0,7,12,Forward,Inactive,N,1610612761,Raptors,Y,Y,Y,2005,1,16,N,False
76843,Mal Graham,1945-02-23T00:00:00,New York University,USA,New York University/USA,6-1,185.0,2,11,Guard,Inactive,N,1610612738,Celtics,N,Y,Y,1967,1,11,N,False
76841,Orlando Graham,1965-05-05T00:00:00,Auburn-Montgomery,USA,Auburn-Montgomery/USA,6-8,220.0,1,44,Forward,Inactive,N,1610612744,Warriors,N,Y,Y,1988,2,40,N,False
76842,Paul Graham,1967-11-28T00:00:00,Ohio,USA,Ohio/USA,6-6,200.0,3,25,Guard,Inactive,N,1610612737,Hawks,N,Y,Y,Undrafted,Undrafted,Undrafted,N,False
101211,Stephen Graham,1982-06-11T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-6,215.0,7,26,Guard-Forward,Inactive,N,1610612754,Pacers,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
1626203,Treveon Graham,1993-10-28T00:00:00,Va Commonwealth,USA,Virginia Commonwealth/USA,6-5,219.0,5,2,Guard-Forward,Inactive,N,1610612766,Hornets,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,False
76844,Jim Grandholm,1960-10-04T00:00:00,South Florida,USA,South Florida/USA,7-0,235.0,1,50,Center,Inactive,N,1610612742,Mavericks,N,Y,Y,1984,4,76,N,False
97,Ronnie Grandison,1964-07-09T00:00:00,New Orleans,USA,New Orleans/USA,6-6,220.0,4,20,Forward,Inactive,N,1610612738,Celtics,N,Y,Y,1987,5,100,N,False
