"id","full_name","birthdate","school","country","last_affiliation","height","weight","season_exp","jersey","position","roster_status","games_played_current_season_flag","team_id","team_name","dleague_flag","nba_flag","games_played_flag","draft_year","draft_round","draft_number","greatest_75_flag","is_active"
1522,"Keith Booth",1974-10-09,"Maryland","USA","Maryland/USA","6-6",226,2,"22","Forward","Inactive","N",1610612741,"Bulls","N","Y","Y","1997","1","28","N","false"
76206,"Bob Boozer",1937-04-26,"Kansas State","USA","Kansas State/USA","6-8",215,11,"20","Forward","Inactive","N",1610612758,"Royals","N","Y","Y","1959","1","1","N","false"
2430,"Carlos Boozer",1981-11-20,"Duke","USA","Duke/USA","6-9",258,13,"5","Forward","Inactive","N",1610612762,"Jazz","N","Y","Y","2002","2","34","N","false"
2414,"Curtis Borchardt",1980-09-13,"Stanford","USA","Stanford/USA","7-0",242,3,"22","Center","Inactive","N",1610612762,"Jazz","N","Y","Y","2002","1","18","N","false"
76207,"Jake Bornheimer",1927-06-29,"Muhlenberg","USA","Muhlenberg/USA","6-5",200,2,"15","Forward","Inactive","N",1610612744,"Warriors","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
1953,"Lazaro Borrell",1972-09-20,"Villa Clara","Cuba","Villa Clara/Cuba","6-8",220,1,"11","Forward","Inactive","N",1610612760,"SuperSonics","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76209,"Costic Borsavage",1924-07-25,"Temple","USA","Temple/USA","6-8",220,1,"19","Center","Inactive","N",1610612744,"Warriors","N","Y","Y","1950","5",,"N","false"
76210,"Vince Boryla",1927-03-11,"Denver","USA","Denver/USA","6-5",210,5,"12","Forward","Inactive","N",1610612752,"Knicks","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
2547,"Chris Bosh",1984-03-24,"Georgia Tech","USA","Georgia Tech/USA","6-11",235,14,"1","Forward","Inactive","N",1610612748,"Heat","N","Y","Y","2003","1","4","N","false"
76211,"Jim Bostic",1953-01-28,"New Mexico State","USA","New Mexico State/USA","6-7",225,1,"32","Forward","Inactive","N",1610612765,"Pistons","N","Y","Y","1975","8","139","N","false"
76212,"Lawrence Boston",1956-05-18,"Maryland","USA","Maryland/USA","6-8",225,1,"4","Forward","Inactive","N",1610612764,"Bullets","N","Y","Y","1978","4","81","N","false"
1630527,"Brandon Boston Jr.",2001-11-28,"Kentucky","USA","Kentucky/USA","6-6",188,3,"11","Guard","Active","Y",1610612740,"Pelicans","Y","Y","Y","2021","2","51","N","true"
76213,"Tom Boswell",1953-10-02,"South Carolina","USA","South Carolina/USA","6-8",220,6,"33","Forward","Inactive","N",1610612738,"Celtics","N","Y","Y","1975","1","17","N","false"
1628449,"Chris Boucher",1993-01-11,"Oregon","Saint Lucia","Oregon/Saint Lucia","6-9",200,7,"25","Forward","Active","Y",1610612761,"Raptors","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","true"
1630547,"James Bouknight",2000-09-18,"Connecticut","USA","Connecticut/USA","6-4",190,4,"","Guard","Inactive","N",0,"","Y","Y","Y","2021","1","11","N","false"
2257,"Ruben Boumtje-Boumtje",1978-05-20,"Georgetown","USA","Georgetown/USA","7-0",257,4,"44","Center","Inactive","N",1610612757,"Trail Blazers","Y","Y","Y","2001","2","49","N","false"
1631123,"Jamaree Bouyea",1999-06-27,"San Francisco","USA","San Francisco/USA","6-2",180,3,"21","Guard","Inactive","N",1610612759,"Spurs","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76214,"Don Boven",1925-03-06,"Western Michigan","USA","Western Michigan/USA","6-4",210,3,"13","Forward","Inactive","N",1610612765,"Pistons","N","Y","Y","1949","6",,"N","false"
1898,"Cal Bowdler",1977-03-31,"Old Dominion","USA","Old Dominion/USA","6-10",253,3,"6","Forward","Inactive","N",1610612737,"Hawks","N","Y","Y","1999","1","17","N","false"
1477,"Bruce Bowen",1971-06-14,"California State-Fullerton","USA","California State-Fullerton/USA","6-7",200,14,"12","Forward","Inactive","N",1610612759,"Spurs","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
1763,"Ryan Bowen",1975-11-20,"Iowa","USA","Iowa/USA","6-9",218,10,"","Forward","Inactive","N",0,"","N","Y","Y","1998","2","55","N","false"
1628968,"Brian Bowen II",1998-10-02,"Sydney Kings","USA","Sydney Kings/USA","6-6",190,3,"","Forward-Guard","Inactive","N",0,"","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
194,"Anthony Bowie",1963-11-09,"Oklahoma","USA","Oklahoma/USA","6-6",200,7,"13","Guard","Inactive","N",1610612753,"Magic","N","Y","Y","1986","3","66","N","false"
76217,"Sam Bowie",1961-03-17,"Kentucky","USA","Kentucky/USA","7-1",235,10,"31","Center","Inactive","N",1610612751,"Nets","N","Y","Y","1984","1","2","N","false"
1085,"Ira Bowman",1973-06-11,"Pennsylvania","USA","Pennsylvania/USA","",,3,"","Forward","Inactive","N",0,"","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
1629065,"Ky Bowman",1997-06-16,"Boston College","USA","Boston College/USA","6-1",187,2,"12","Guard","Inactive","N",1610612744,"Warriors","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76219,"Nate Bowman",1943-03-19,"Wichita State","USA","Wichita State/USA","6-10",230,5,"17","Center","Inactive","N",1610612752,"Knicks","N","Y","Y","1965","1","7","N","false"
671,"Donnie Boyce",1973-09-02,"Colorado","USA","Colorado/USA","6-5",196,2,"","Guard","Inactive","N",0,"","N","Y","Y","1995","2","42","N","false"
76221,"Dennis Boyd",1954-05-21,"Detroit","USA","Detroit/USA","6-1",175,1,"11","Guard","Inactive","N",1610612765,"Pistons","N","Y","Y","1977","4","72","N","false"
76222,"Fred Boyd",1950-06-13,"Oregon State","USA","Oregon State/USA","6-2",180,6,"4","Guard","Inactive","N",1610612755,"76ers","N","Y","Y","1972","1","5","N","false"
76223,"Ken Boyd",1952-03-25,"Boston University","USA","Boston University/USA","6-5",195,1,"33","Forward","Inactive","N",1610612762,"Jazz","N","Y","Y","1974","9","154","N","false"
1863,"Earl Boykins",1976-06-02,"Eastern Michigan","USA","Eastern Michigan/USA","5-5",133,14,"6","Guard","Inactive","N",1610612743,"Nuggets","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76224,"Harry Boykoff",1922-07-24,"St. John's (NY)","USA","St. John's (NY)/USA","6-9",225,2,"16","Center","Inactive","N",1610610037,"Hawks","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76225,"Winford Boynes",1957-05-17,"San Francisco","USA","San Francisco/USA","6-6",185,3,"6","Guard","Inactive","N",1610612751,"Nets","N","Y","Y","1978","1","13","N","false"
200841,"Cedric Bozeman",1983-03-07,"UCLA","USA","UCLA/USA","6-6",207,1,"","Guard","Inactive","N",0,"","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76226,"Steve Bracey",1950-08-01,"Tulsa","USA","Tulsa/USA","6-1",175,3,"22","Guard","Inactive","N",1610612737,"Hawks","N","Y","Y","1972","2","21","N","false"
202342,"Craig Brackins",1987-10-09,"Iowa State","USA","Iowa State/USA","6-10",230,3,"33","Forward","Inactive","N",1610612755,"76ers","Y","Y","Y","2010","1","21","N","false"
76227,"Gary Bradds",1942-07-26,"Ohio State","USA","Ohio State/USA","6-8",210,2,"33","Forward","Inactive","N",1610612764,"Bullets","N","Y","Y","1964","1","3","N","false"
76228,"Alex Bradley",1959-10-30,"Villanova","USA","Villanova/USA","6-6",215,1,"30","Forward","Inactive","N",1610612752,"Knicks","N","Y","Y","1981","4","86","N","false"
76229,"Alonzo Bradley",1953-10-16,"Texas Southern","USA","Texas Southern/USA","6-6",190,3,"22","Forward","Inactive","N",1610612745,"Rockets","N","Y","Y","1977","2","29","N","false"
202340,"Avery Bradley",1990-11-26,"University of Texas at Austin","USA","Texas/USA","6-3",180,13,"20","Guard","Inactive","N",1610612747,"Lakers","Y","Y","Y","2010","1","19","N","false"
76233,"Bill Bradley",1943-07-28,"Princeton","USA","Princeton/USA","6-5",205,10,"24","Forward","Inactive","N",1610612752,"Knicks","N","Y","Y","1965",,,"N","false"
76230,"Charles Bradley",1959-05-16,"Wyoming","USA","Wyoming/USA","6-5",215,3,"30","Guard","Inactive","N",1610612738,"Celtics","N","Y","Y","1981","1","23","N","false"
76231,"Dudley Bradley",1957-03-19,"North Carolina","USA","North Carolina/USA","6-6",195,9,"22","Guard","Inactive","N",1610612754,"Pacers","N","Y","Y","1979","1","13","N","false"
76232,"Joe Bradley",1928-09-24,"Oklahoma State","USA","Oklahoma State/USA","6-3",175,1,"","Guard","Inactive","N",1610610025,"Stags","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
2214,"Michael Bradley",1979-04-18,"Villanova","USA","Villanova/USA","6-10",245,5,"5","Forward","Inactive","N",1610612761,"Raptors","N","Y","Y","2001","1","17","N","false"
762,"Shawn Bradley",1972-03-22,"Brigham Young","USA","Brigham Young/USA","7-6",275,13,"44","Center","Inactive","N",1610612742,"Mavericks","N","Y","Y","1993","1","2","N","false"
1628396,"Tony Bradley",1998-01-08,"North Carolina","USA","North Carolina/USA","6-11",248,7,"","Center-Forward","Inactive","N",0,"","Y","Y","Y","2017","1","28","N","false"
1361,"Mark Bradtke",1968-09-27,"Melbourne","Australia","Melbourne/Australia","6-10",265,1,"50","Center","Inactive","N",1610612755,"76ers","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
66,"Marques Bragg",1970-03-24,"Providence","USA","Providence/USA","6-8",230,1,"33","Forward","Inactive","N",1610612750,"Timberwolves","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
1765,"Torraye Braggs",1976-05-15,"Xavier","USA","Xavier/USA","6-8",245,3,"32","Forward","Inactive","N",1610612745,"Rockets","Y","Y","Y","1998","2","57","N","false"
1920,"A.J. Bramlett",1977-01-10,"Arizona","USA","Arizona/USA","6-10",227,1,"","Center","Inactive","N",0,"","N","Y","Y","1999","2","39","N","false"
76237,"Adrian Branch",1963-11-17,"Maryland","USA","Maryland/USA","6-7",185,4,"1","Forward","Inactive","N",1610612757,"Trail Blazers","N","Y","Y","1985","2","46","N","false"
1882,"Elton Brand",1979-03-11,"Duke","USA","Duke/USA","6-9",254,18,"42","Forward","Inactive","N",1610612746,"Clippers","N","Y","Y","1999","1","1","N","false"
210,"Terrell Brandon",1970-05-20,"Oregon","USA","Oregon/USA","5-11",173,12,"7","Guard","Inactive","N",1610612739,"Cavaliers","N","Y","Y","1991","1","11","N","false"
1631103,"Malaki Branham",2003-05-12,"Ohio State","USA","Ohio State/USA","6-4",180,2,"22","Forward","Active","Y",1610612759,"Spurs","Y","Y","Y","2022","1","20","N","true"
76238,"Bob Brannum",1925-05-28,"Michigan State","USA","Michigan State/USA","6-6",215,5,"18","Forward","Inactive","N",1610612738,"Celtics","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76239,"Brad Branson",1958-09-24,"Southern Methodist","USA","Southern Methodist/USA","6-10",220,2,"52","Forward","Inactive","N",1610612754,"Pacers","N","Y","Y","1980","2","45","N","false"
76240,"Jesse Branson",1942-01-07,"Elon","USA","Elon/USA","6-7",195,1,"22","Forward","Inactive","N",1610612755,"76ers","N","Y","Y","1965","2","13","N","false"
1629714,"Jarrell Brantley",1996-06-07,"College of Charleston","USA","College of Charleston/USA","6-5",250,3,"","Forward","Inactive","N",0,"","Y","Y","Y","2019","2","50","N","false"
76241,"Jim Brasco",1931-02-03,"New York University","USA","New York University/USA","6-1",170,1,"15","Guard","Inactive","N",1610612737,"Hawks","N","Y","Y","1952",,,"N","false"
76242,"Mike Bratz",1955-10-17,"Stanford","USA","Stanford/USA","6-2",185,9,"10","Guard","Inactive","N",1610612756,"Suns","N","Y","Y","1977","3","66","N","false"
76243,"Carl Braun",1927-09-25,"Colgate","USA","Colgate/USA","6-5",180,13,"4","Guard","Inactive","N",1610612752,"Knicks","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
1631128,"Christian Braun",2001-04-17,"Kansas","USA","Kansas/USA","6-6",220,2,"0","Guard","Active","Y",1610612743,"Nuggets","N","Y","Y","2022","1","21","N","true"
1629649,"Ignas Brazdeikis",1999-01-08,"Michigan","Canada","Michigan/Canada","6-6",221,4,"17","Forward","Inactive","N",1610612753,"Magic","Y","Y","Y","2019","2","47","N","false"
160,"Tim Breaux",1970-09-19,"Wyoming","USA","Wyoming/USA","6-7",215,3,"","Forward","Inactive","N",0,"","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
2452,"J.R. Bremer",1980-09-19,"St. Bonaventure","USA","St. Bonaventure/USA","6-2",185,3,"9","Guard","Inactive","N",1610612738,"Celtics","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76245,"Pete Brennan",1936-09-23,"North Carolina","USA","North Carolina/USA","6-6",205,1,"15-16","Forward","Inactive","N",1610612752,"Knicks","N","Y","Y","1958","1","4","N","false"
76246,"Tom Brennan",1930-08-06,"Villanova","USA","Villanova/USA","6-3",195,1,"14","Forward","Inactive","N",1610612744,"Warriors","N","Y","Y","1952",,,"N","false"
76247,"Randy Breuer",1960-10-11,"Minnesota","USA","Minnesota/USA","7-3",230,11,"45","Center","Inactive","N",1610612749,"Bucks","N","Y","Y","1983","1","18","N","false"
201147,"Corey Brewer",1986-03-05,"Florida","USA","Florida/USA","6-9",188,14,"13","Guard-Forward","Inactive","N",1610612750,"Timberwolves","N","Y","Y","2007","1","7","N","false"
2249,"Jamison Brewer",1980-11-19,"Auburn","USA","Auburn/USA","6-4",195,4,"","Guard","Inactive","N",0,"","Y","Y","Y","2001","2","40","N","false"
76248,"Jim Brewer",1951-12-03,"Minnesota","USA","Minnesota/USA","6-9",210,9,"8","Forward","Inactive","N",1610612739,"Cavaliers","N","Y","Y","1973","1","2","N","false"
76249,"Ron Brewer",1955-09-16,"Arkansas","USA","Arkansas/USA","6-4",180,8,"10","Guard","Inactive","N",1610612757,"Trail Blazers","N","Y","Y","1978","1","7","N","false"
200758,"Ronnie Brewer",1985-03-20,"Arkansas","USA","Arkansas/USA","6-7",235,8,"11","Forward","Inactive","N",1610612762,"Jazz","Y","Y","Y","2006","1","14","N","false"
2056,"Primoz Brezec",1979-10-02,"Union Olimpija","Slovenia","Union Olimpija/Slovenia","7-1",255,9,"9","Center","Inactive","N",1610612766,"Bobcats","N","Y","Y","2000","1","27","N","false"
76250,"Frank Brian",1923-05-01,"Louisiana State","USA","Louisiana State/USA","6-1",180,7,"7","Guard","Inactive","N",1610612765,"Pistons","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
783,"Frank Brickowski",1959-08-14,"Penn State","USA","Penn State/USA","6-9",240,12,"","Forward","Inactive","N",0,"","N","Y","Y","1981","3","57","N","false"
76252,"Junior Bridgeman",1953-09-17,"Louisville","USA","Louisville/USA","6-5",210,12,"2","Forward","Inactive","N",1610612749,"Bucks","N","Y","Y","1975","1","8","N","false"
76253,"Bill Bridges",1939-04-04,"Kansas","USA","Kansas/USA","6-5",228,13,"32","Forward","Inactive","N",1610612737,"Hawks","N","Y","Y","1961","3","32","N","false"
1641779,"Jalen Bridges",2001-05-14,"Baylor","USA","Baylor/USA","6-8",225,0,"15","Forward","Active","Y",1610612756,"Suns","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","true"
1628969,"Mikal Bridges",1996-08-30,"Villanova","USA","Villanova/USA","6-6",209,6,"25","Guard-Forward","Active","Y",1610612752,"Knicks","N","Y","Y","2018","1","10","N","true"
1628970,"Miles Bridges",1998-03-21,"Michigan State","USA","Michigan State/USA","6-7",225,5,"0","Forward","Active","Y",1610612766,"Hornets","N","Y","Y","2018","1","12","N","true"
76254,"Al Brightman",1923-09-22,"University of Charleston","USA","University of Charleston/USA","6-2",195,1,"8-16","Forward","Inactive","N",1610612738,"Celtics","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
1628578,"Amida Brimah",1994-02-11,"Connecticut","USA","Connecticut/USA","6-10",230,2,"37","Center","Inactive","N",1610612754,"Pacers","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76255,"Audley Brindley",1923-12-31,"Dartmouth","USA","Dartmouth/USA","6-4",175,1,"12-15","Forward","Inactive","N",1610612752,"Knicks","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
1628515,"Isaiah Briscoe",1996-04-13,"Kentucky","USA","Kentucky/USA","6-3",215,1,"","Guard","Inactive","N",0,"","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76256,"John Brisker",1947-06-15,"Toledo","USA","Toledo/USA","6-5",210,3,"40","Forward","Inactive","N",1610612760,"SuperSonics","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
1629052,"Oshae Brissett",1998-06-20,"Syracuse","Canada","Syracuse/Canada","6-7",210,6,"12","Forward-Guard","Inactive","N",1610612738,"Celtics","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76257,"Allan Bristow",1951-08-23,"Virginia Tech","USA","Virginia Tech/USA","6-7",210,9,"23","Forward","Inactive","N",1610612759,"Spurs","N","Y","Y","1973","2","21","N","false"
76258,"Tyrone Britt",1944-04-18,"Johnson C. Smith","USA","Johnson C. Smith/USA","6-4",190,1,"31","Guard","Inactive","N",1610612745,"Rockets","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76259,"Wayman Britt",1952-08-31,"Michigan","USA","Michigan/USA","6-2",185,1,"12","Guard","Inactive","N",1610612765,"Pistons","N","Y","Y","1976","4","60","N","false"
76260,"Mike Brittain",1963-06-21,"South Carolina","USA","South Carolina/USA","7-0",235,2,"40","Center","Inactive","N",1610612759,"Spurs","N","Y","Y","1985","2","29","N","false"
76261,"David Britton",1958-08-29,"Texas A&M","USA","Texas A&M/USA","6-4",180,1,"33","Guard","Inactive","N",1610612764,"Bullets","N","Y","Y","1980","3","57","N","false"
1631167,"Izaiah Brockington",1999-07-12,"Iowa State","USA","Iowa State/USA","6-4",196,2,"","Guard","Inactive","N",0,"","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
201972,"Jon Brockman",1987-03-20,"Washington","USA","Washington/USA","6-7",255,4,"40","Forward","Inactive","N",1610612749,"Bucks","N","Y","Y","2009","2","38","N","false"
1629151,"Ryan Broekhoff",1990-08-23,"Valparaiso","Australia","Valparaiso/Australia","6-6",215,3,"45","Guard-Forward","Inactive","N",1610612742,"Mavericks","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76262,"Jim Brogan",1958-02-24,"West Virginia Wesleyan","USA","West Virginia Wesleyan/USA","6-4",185,2,"15","Guard","Inactive","N",1610612746,"Clippers","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
1627763,"Malcolm Brogdon",1992-12-11,"Virginia","USA","Virginia/USA","6-4",229,8,"15","Guard","Active","Y",1610612764,"Wizards","N","Y","Y","2016","2","36","N","true"
76263,"Gary Brokaw",1954-01-11,"Notre Dame","USA","Notre Dame/USA","6-4",178,4,"7","Guard","Inactive","N",1610612749,"Bucks","N","Y","Y","1974","1","18","N","false"
76264,"Price Brookfield",1920-05-11,"West Texas A&M","USA","West Texas A&M/USA","6-4",185,2,"17","Forward","Inactive","N",1610610029,"Jets","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
201166,"Aaron Brooks",1985-01-14,"Oregon","USA","Oregon/USA","6-0",161,11,"30","Guard","Inactive","N",1610612745,"Rockets","Y","Y","Y","2007","1","26","N","false"
1629717,"Armoni Brooks",1998-06-05,"Houston","USA","Houston/USA","6-3",195,3,"","Guard","Inactive","N",0,"","Y","Y","Y","2019",,,"N","false"
1628415,"Dillon Brooks",1996-01-22,"Oregon","Canada","Oregon/Canada","6-6",225,7,"9","Guard-Forward","Active","Y",1610612745,"Rockets","N","Y","Y","2017","2","45","N","true"
76265,"Kevin Brooks",1969-10-12,"Louisiana-Lafayette","USA","Louisiana-Lafayette/USA","6-6",200,3,"43","Forward","Inactive","N",1610612743,"Nuggets","N","Y","Y","1991","1","18","N","false"
202705,"MarShon Brooks",1989-01-26,"Providence","USA","Providence/USA","6-5",200,5,"","Guard","Inactive","N",0,"","Y","Y","Y","2011","1","25","N","false"
76266,"Michael Brooks",1958-08-17,"La Salle","USA","La Salle/USA","6-7",220,6,"35","Forward","Inactive","N",1610612746,"Clippers","N","Y","Y","1980","1","9","N","false"
418,"Scott Brooks",1965-07-31,"California-Irvine","USA","California-Irvine/USA","5-11",165,10,"2","Guard","Inactive","N",1610612745,"Rockets","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
1631232,"Keion Brooks Jr.",2000-08-07,"Washington","USA","Washington/USA","",,0,"","","Inactive","Y",0,"","Y","N","Y","Undrafted","Undrafted","Undrafted","N","true"
2810,"Andre Brown",1981-05-12,"DePaul","USA","DePaul/USA","6-9",245,4,"","Forward","Inactive","N",0,"","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
1626148,"Anthony Brown",1992-10-10,"Stanford","USA","Stanford/USA","6-7",224,4,"3","Forward-Guard","Inactive","N",1610612747,"Lakers","Y","Y","Y","2015","2","34","N","false"
76284,"Bob Brown",1923-11-12,"Miami (Ohio)","USA","Miami (Ohio)/USA","6-4",205,2,"","Forward","Inactive","N",1610610027,"Nuggets","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
201628,"Bobby Brown",1984-09-24,"Cal State-Fullerton","USA","California State-Fullerton/USA","6-2",175,4,"","Guard","Inactive","N",0,"","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
1628971,"Bruce Brown",1996-08-15,"Miami","USA","Miami/USA","6-4",202,6,"11","Guard-Forward","Active","N",1610612761,"Raptors","Y","Y","Y","2018","2","42","N","true"
359,"Chucky Brown",1968-02-29,"North Carolina State","USA","North Carolina State/USA","6-8",220,13,"52","Forward","Inactive","N",1610612739,"Cavaliers","N","Y","Y","1989","2","43","N","false"
2245,"Damone Brown",1979-06-28,"Syracuse","USA","Syracuse/USA","6-8",202,5,"","Forward","Inactive","N",0,"","Y","Y","Y","2001","2","36","N","false"
76270,"Darrell Brown",1923-03-14,"Humboldt State","USA","Humboldt State/USA","6-2",175,1,"","Forward","Inactive","N",1610610024,"Bullets","N","Y","Y","1948",,,"N","false"
244,"Dee Brown",1968-11-29,"Jacksonville","USA","Jacksonville/USA","",,12,"","Guard","Inactive","N",0,"","N","Y","Y","1990","1","19","N","false"
200793,"Dee Brown",1984-08-17,"Illinois","USA","Illinois/USA","6-0",185,3,"","Guard","Inactive","N",0,"","N","Y","Y","2006","2","46","N","false"
201974,"Derrick Brown",1987-09-08,"Xavier","USA","Xavier/USA","6-8",233,4,"4","Forward","Inactive","N",1610612766,"Bobcats","N","Y","Y","2009","2","40","N","false"
2484,"Devin Brown",1978-12-30,"Texas-San Antonio","USA","Texas-San Antonio/USA","6-5",210,9,"32","Guard","Inactive","N",1610612740,"Hornets","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
2081,"Ernest Brown",1979-05-17,"Indian Hills C.C.","USA","Indian Hills C.C./USA","7-0",244,2,"52","Center","Inactive","N",1610612748,"Heat","N","Y","Y","2000","2","52","N","false"
76272,"Fred Brown",1948-08-07,"Iowa","USA","Iowa/USA","6-3",182,13,"32","Guard","Inactive","N",1610612760,"SuperSonics","N","Y","Y","1971","1","6","N","false"
76273,"George Brown",1935-10-30,"Wayne State","USA","Wayne State/USA","6-6",190,1,"","Forward","Inactive","N",1610612747,"Lakers","N","Y","Y","1957","4","27","N","false"
1871,"Gerald Brown",1975-07-28,"Pepperdine","USA","Pepperdine/USA","6-4",210,1,"4","Guard","Inactive","N",1610612756,"Suns","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76275,"Harold Brown",1923-10-02,"Evansville","USA","Evansville/USA","6-0",155,1,"","Guard","Inactive","N",1610610028,"Falcons","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
203913,"Jabari Brown",1992-12-18,"Missouri","USA","Missouri/USA","6-5",214,2,"15","Guard","Inactive","N",1610612747,"Lakers","Y","Y","Y","2014",,,"N","false"
1627759,"Jaylen Brown",1996-10-24,"California","USA","California/USA","6-6",223,8,"7","Guard-Forward","Active","Y",1610612738,"Celtics","N","Y","Y","2016","1","3","N","true"
76276,"John Brown",1951-12-14,"Missouri","USA","Missouri/USA","6-7",220,7,"32-52","Forward","Inactive","N",1610612737,"Hawks","N","Y","Y","1973","1","10","N","false"
2208,"Kedrick Brown",1981-03-18,"Northwest Florida State","USA","Northwest Florida State/USA","6-7",222,4,"","Guard-Forward","Inactive","N",0,"","Y","Y","Y","2001","1","11","N","false"
1631112,"Kendall Brown",2003-05-11,"Baylor","USA","Baylor/USA","6-7",205,3,"10","Guard","Inactive","Y",1610612754,"Pacers","Y","Y","Y","2022","2","48","N","true"
1641738,"Kobe Brown",2000-01-01,"Missouri","USA","Missouri/USA","6-7",250,1,"21","Forward","Active","Y",1610612746,"Clippers","Y","Y","Y","2023","1","30","N","true"
2198,"Kwame Brown",1982-03-10,"Glynn Academy HS (GA)","USA","Glynn Academy HS (GA)/USA","6-11",290,13,"54","Center","Inactive","N",1610612764,"Wizards","N","Y","Y","2001","1","1","N","false"
76278,"Leon Brown",1919-10-12,"Wyoming","USA","Wyoming/USA","6-3",190,1,"","Forward","Inactive","N",1610610026,"Rebels","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76279,"Lewis Brown",1955-02-19,"UNLV","USA","UNLV/USA","6-11",225,1,"4","Center","Inactive","N",1610612764,"Bullets","N","Y","Y","1977","4","69","N","false"
203485,"Lorenzo Brown",1990-08-26,"North Carolina State","USA","North Carolina State/USA","6-5",189,5,"","Guard","Inactive","N",0,"","Y","Y","Y","2013","2","52","N","false"
992,"Marcus Brown",1974-04-03,"Murray State","USA","Murray State/USA","",,2,"","","Inactive","N",0,"","N","Y","Y","1996","2","46","N","false"
203900,"Markel Brown",1992-01-29,"Oklahoma State","USA","Oklahoma State/USA","6-3",190,4,"26","Guard","Inactive","N",1610612751,"Nets","Y","Y","Y","2014","2","44","N","false"
1479,"Mike Brown",1963-07-19,"George Washington","USA","George Washington/USA","6-10",260,12,"52","Center-Forward","Inactive","N",1610612762,"Jazz","N","Y","Y","1985","3","69","N","false"
1629650,"Moses Brown",1999-10-13,"UCLA","USA","UCLA/USA","7-2",258,5,"","Center","Inactive","Y",0,"","Y","Y","Y","Undrafted","Undrafted","Undrafted","N","true"
76277,"Myron Brown",1969-11-03,"Slippery Rock","USA","Slippery Rock/USA","6-3",180,1,"34","Forward","Inactive","N",1610612750,"Timberwolves","N","Y","Y","1991","2","34","N","false"
136,"P.J. Brown",1969-10-14,"Louisiana Tech","USA","Louisiana Tech/USA","6-11",239,16,"93","Forward-Center","Inactive","N",1610612740,"Hornets","N","Y","Y","1992","2","29","N","false"
753,"Randy Brown",1968-05-22,"New Mexico State","USA","New Mexico State/USA","6-2",190,13,"0","Guard","Inactive","N",1610612741,"Bulls","N","Y","Y","1991","2","31","N","false"
76282,"Raymond Brown",1965-07-05,"Idaho","USA","Idaho/USA","6-8",220,1,"24","Forward","Inactive","N",1610612762,"Jazz","N","Y","Y","Undrafted","Undrafted","Undrafted","N","false"
76283,"Rickey Brown",1958-08-20,"Mississippi State","USA","Mississippi State/USA","6-10",215,5,"31","Center","Inactive","N",1610612744,"Warriors","N","Y","Y","1980","1","13","N","false"
76286,"Roger Brown",1950-02-23,"Kansas","USA","Kansas/USA","6-11",225,4,"35","Center","Inactive","N",1610612765,"Pistons","N","Y","Y","1971","4","64","N","false"
200769,"Shannon Brown",1985-11-29,"Michigan State","USA","Michigan State/USA","6-3",215,9,"","Guard","Inactive","N",0,"","Y","Y","Y","2006","1","25","N","false"
